 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"350210 Andradina";72474,68;-;285497,91;171132,05;240551,90;227690,22;226461,95;163528,10;194429,16;178250,80;168531,23;185120,00;171868,08;164058,03;185752,19;177008,95;193725,30;175576,90;223973,27;185359,37;195051,46;191067,27;195221,20;164789,84;210353,18;177838,11;220290,86;235968,46;190841,95;179185,58;169030,99;188344,68;233463,06;193984,50;214263,84;177219,44;121139,72;204038,52;217051,60;222189,95;244079,45;223951,49;224976,06;191048,13;199150,87;192696,74;157987,92;192087,81;195146,13;177373,68;228785,42;199307,09;161252,89;134268,80;177772,55;259833,52;179308,71;187254,86;217890,48;255576,68;310410,67;280830,01;229924,11;247239,51;227580,37;245160,64;224689,48;388956,26;283282,79;299769,24;284614,85;267449,93;286063,86;243494,97;244203,65;187714,52;247378,44;262311,91;281029,14;276077,66;218830,94;215044,90;206051,28;319999,54;301903,81;224167,97;219522,88;256975,35;236051,34;313250,42;272671,53;275230,25;218090,53;265228,03;193373,20;252382,24;248723,70;177098,43;226401,45;289082,58;166401,65;269587,68;234025,14;240780,04;229536,50;216221,36;193340,74;177133,02;203426,51;179183,63;184801,75;195501,83;275027,84;154793,07;136667,39;177687,71;230463,44;200861,24;170804,62;145196,33;219538,63;231342,96;200535,29;269829,72;268264,90;250505,96;221318,72;197643,33;276971,44;237402,19;241806,81;170246,83;290381,26;189475,53;263157,64;244245,70;261606,08;212154,38;177801,12;244878,60;217440,64;174441,45;204426,97;148227,93;159255,50;143770,42;211516,27;132684,22;170792,20;140710,42;173664,49;191641,74;217996,16;227816,90;424168,10;246794,87;158381,99;180116,36;326113,85;34240845,02
"350220 Angatuba";56125,81;52725,64;70298,61;76908,27;65339,18;145626,60;78720,59;89284,59;69666,44;82009,41;93336,76;62170,75;71331,23;67277,02;78933,70;81655,01;90925,40;77373,03;85113,79;97743,16;99771,78;105798,90;89965,72;72728,66;81009,33;83451,67;85799,44;76280,38;100505,07;84182,29;93738,35;90566,63;84616,81;85868,65;78466,49;92544,29;83608,78;101670,42;87325,10;76464,80;89309,22;84304,52;89671,99;89770,97;80249,63;101060,33;87872,34;79406,27;61170,25;73701,34;85013,91;85039,28;83567,45;106556,08;98724,74;96008,63;108227,25;101884,67;80767,75;97343,03;76460,13;105059,28;91781,79;103955,78;109473,25;115911,61;96490,26;96028,79;70423,12;89463,32;77072,65;66877,92;64720,73;75937,58;70223,14;76858,16;82403,93;85054,05;78009,96;83483,60;87013,59;82061,21;69376,00;65909,84;72751,52;65812,55;73279,69;85290,42;91374,39;79729,96;73462,72;81774,17;81883,60;70569,65;70669,50;72875,41;65289,18;59831,49;87616,47;102235,30;90420,29;98563,32;63238,35;72881,38;67203,09;56590,46;53246,33;37492,51;29987,38;44870,61;65871,53;76727,55;79429,07;81584,38;85724,18;78414,09;90250,51;77782,36;70039,74;62715,51;72709,52;58726,15;77184,35;68472,73;86676,09;70866,47;71045,38;67484,23;76145,77;71782,71;63890,97;65599,91;42001,54;50039,89;53247,17;56834,68;71430,81;69420,14;50562,65;53449,62;56841,89;52738,69;43122,62;37092,86;37961,55;46803,34;52709,88;33552,17;40677,00;42938,98;43673,43;45161,26;33408,91;52406,96;41719,01;40318,12;68898,33;90266,05;207196,30;12129164,68
"350250 Aparecida";123301,81;100758,61;124715,84;120536,73;132865,20;143486,13;160461,19;184489,16;183694,24;183862,96;147066,73;168446,12;157196,82;203043,55;199390,27;199403,96;189346,20;168759,07;178746,29;193469,65;212152,14;194967,39;184715,15;199267,11;184933,70;173522,29;186713,64;187449,08;173001,38;185062,57;186486,38;162872,22;191108,56;198857,84;230600,38;165584,84;165029,65;218782,51;184965,27;158971,15;196979,19;188127,48;221970,99;168393,41;197517,32;172380,17;158274,90;135229,78;154170,39;150921,67;190526,55;199245,42;163977,47;179374,76;185473,12;189553,56;179556,98;201224,60;196991,44;161425,84;252283,69;182042,08;223114,41;233853,67;256329,62;251242,26;258473,93;231318,72;224866,03;176161,37;169507,68;204392,22;252567,04;209164,45;255221,79;215617,30;254177,14;223909,64;214862,23;232903,70;233352,03;264911,43;230368,65;182665,62;22876,32;321004,05;186365,87;168888,70;178524,07;194743,56;201389,88;188144,13;182770,30;236396,08;167151,55;179172,26;177601,99;172195,50;177949,69;192391,14;178436,51;213459,36;189361,83;191913,87;205566,95;186017,37;203029,39;274189,61;131021,60;96665,12;280669,22;153190,16;179350,55;230081,77;295594,84;276282,93;242216,26;228172,76;260755,48;266359,01;267076,09;298439,66;299806,87;272733,11;277330,42;421269,74;401321,61;291281,95;336154,63;369591,97;523860,00;367055,70;373744,77;328717,84;283206,94;344094,47;358017,79;422171,41;323240,03;480447,66;277114,16;233958,39;277535,90;241823,55;261023,48;302037,61;205682,88;148978,53;233811,61;267193,18;245472,82;320327,67;288797,94;294919,49;346005,22;260856,05;431997,87;407373,78;565001,01;35912079,00
"350260 Aparecida d'Oeste";11179,36;7333,64;11282,75;11213,80;11625,00;9314,56;9566,96;11023,53;9495,17;10052,06;7874,62;7765,44;10333,54;8674,69;13221,40;12992,68;12806,31;8650,63;8448,60;6700,64;9808,77;9556,32;8005,21;8889,19;7985,65;11099,10;14369,83;14239,90;14893,47;14474,25;15101,19;13238,54;11233,80;12167,48;9838,64;13779,84;14199,32;10131,58;10476,96;13598,20;14801,17;12740,86;13694,70;13203,49;9038,18;10375,43;9703,12;10756,71;11413,17;9442,23;9526,71;9608,85;10386,32;10574,85;12220,73;13750,34;10387,45;10330,96;11732,22;11234,49;6665,24;4217,34;5764,20;6251,27;6149,89;6879,59;5038,13;5974,68;9876,73;5340,40;5409,09;5252,18;4241,90;8051,14;8528,03;5556,14;4359,69;3882,35;3925,40;6670,83;4503,36;6111,56;4491,57;4927,35;4993,39;5673,43;2605,27;4601,93;3048,52;1397,31;2007,61;2579,65;2403,26;3715,25;1216,21;1538,65;2813,34;3870,29;3296,00;5452,70;2915,05;1671,91;2013,89;394,65;2214,48;641,39;1348,39;2367,47;373,27;1396,72;5441,33;4584,40;5730,26;6296,07;6381,89;3387,17;5643,73;9699,14;2317,86;3014,28;3345,40;2285,22;2756,10;1246,56;4319,17;5661,89;1894,78;3879,33;5106,76;9985,20;5104,20;3244,78;7450,09;7603,47;3875,91;8420,96;3897,94;4733,45;3009,61;2802,21;665,46;2683,68;2943,04;5066,82;2266,95;2532,10;7295,38;1357,36;1911,22;1926,71;1548,56;1045,62;1517,39;-;503,19;1630,48;1389,15;340,90;19636,95;1065562,81
"350270 Apiaí";75701,96;54101,24;64343,67;91947,62;82385,39;88959,19;73398,72;69282,10;101616,15;94924,86;73472,60;85006,43;73002,19;92888,53;93141,42;92178,88;67080,94;86978,62;80878,39;87302,65;71373,97;69171,55;58496,66;40987,69;61234,49;45373,45;57605,29;60557,04;53080,12;58465,73;48716,70;76666,00;68190,65;64572,33;74760,51;75282,69;94875,32;83770,24;99270,50;72021,12;102926,11;111993,98;95410,95;95030,46;78852,46;71826,03;97149,57;70082,53;71630,38;66532,88;51900,41;76646,95;75466,00;106970,30;94824,15;89597,56;88496,18;97827,49;77842,62;71462,55;67071,74;74307,00;77853,10;73693,93;81681,89;85915,57;110749,55;84361,94;73975,47;75396,65;70157,00;76758,49;68628,18;75305,33;72456,78;75678,55;87446,15;56235,69;4010,73;159177,11;93489,60;84658,04;118535,79;108314,83;96001,48;89853,14;89178,93;106838,08;137556,51;99129,16;79678,11;83367,97;113924,20;114847,00;91457,54;81929,50;85991,04;85284,85;94851,28;80206,55;93622,37;74640,34;111319,18;93052,82;108771,67;84856,41;102403,47;89131,94;97803,36;74357,89;97274,79;91542,42;113064,17;97503,81;100699,64;98408,44;108485,46;85403,86;86352,78;41961,86;92027,97;88114,06;100407,25;73878,47;65282,66;134212,19;105248,51;103118,14;104458,32;94087,15;111717,28;80473,81;95191,93;84780,00;91550,92;83581,86;106771,58;112264,55;91017,63;106431,41;104034,88;92160,99;105059,95;103072,58;111607,19;98571,19;86070,77;83567,58;66124,65;93893,55;132782,81;112378,96;98539,24;114073,15;115933,10;147446,00;144248,27;146770,22;126707,45;13999802,51
"350280 Araçatuba";1052186,29;1587354,07;1913442,26;1624239,62;2634587,04;2128436,18;2304732,04;1911371,44;2160091,88;1791431,26;856720,55;2434308,22;2693604,85;2089704,22;2354530,68;2158793,29;2546276,64;2532339,77;2157579,85;2422816,38;2504083,13;2518511,97;2204989,73;1992483,25;2359122,93;2050608,56;2410204,48;2288654,22;2198552,61;2194478,23;2085904,05;1888245,28;2403789,73;2203407,96;2293500,86;2567618,77;1478953,45;2494779,90;2473886,63;1937151,23;2670301,38;1781012,76;2657488,71;2236866,78;2124669,05;2208569,72;2280493,18;2724118,69;1788572,39;2279597,43;2880753,93;2077861,64;2719467,94;2193381,43;2423269,50;2314331,35;2053060,52;2362232,75;2623238,27;1785621,59;2366565,94;2440114,13;2423577,86;2331556,92;2453329,63;2026382,45;2535183,52;2733225,69;2258635,61;3127000,62;2288064,05;1959309,16;2593966,93;2260788,10;2370142,91;2540291,28;3579419,48;2829886,96;2932778,08;3643270,16;2758327,33;2859755,57;2848857,91;2381660,29;3164906,52;2479947,80;3384921,28;3022413,39;2727994,30;2845464,64;3260210,63;3065716,21;2593389,16;2790641,11;2248746,58;2260187,65;2230049,67;2678459,66;2275380,06;2505903,71;2691354,30;2204888,90;2582482,91;2325916,19;2265390,46;2465565,16;2821168,18;2481349,59;2636414,49;2254433,84;2361875,65;2014225,02;2880715,46;1371201,57;4325001,18;2865805,02;2319065,57;2392478,28;2661711,76;1973861,54;2685210,49;2347129,45;1974611,53;2763025,66;2440068,06;2326654,58;2495483,45;2571413,99;2861011,29;2573736,94;2495292,07;2188865,77;2879262,11;2457348,08;2198222,81;2720910,37;2413202,34;1897741,18;2909548,91;3281379,83;2540962,14;2855023,03;2278177,22;2220842,10;2601406,03;2171778,81;2277427,34;1911095,58;1976034,78;2221363,74;2162022,66;2340991,55;2200203,99;2646101,20;3419295,03;2309409,46;3311682,09;3429955,71;3032490,69;386446092,59
"350310 Arandu";3494,01;2331,56;2588,63;2125,55;1494,39;3360,72;2186,13;3482,74;3779,24;5974,62;436,74;3645,42;4700,79;2883,51;5989,85;5225,86;5349,31;4170,38;-;5532,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;990,77;1440,24;1309,96;3527,54;-;-;-;-;-;-;-;-;1804,00;721,60;1747,26;2065,79;2695,58;582,42;463,21;2464,44;1998,72;2213,29;-;-;1905,35;2282,46;1751,66;876,62;1270,01;2155,61;2682,06;2165,37;2563,76;2343,24;1121,93;-;2757,57;1136,22;1628,05;2555,70;990,77;3464,33;2619,36;3068,55;1170,54;1288,45;1775,61;2193,92;1543,06;2444,55;1571,02;2367,07;2430,13;1119,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150019,16
"350320 Araraquara";978441,18;987566,02;1004830,16;983645,59;995528,79;1003905,10;1012367,85;1004225,98;1012333,94;1010959,22;987915,90;999206,76;1005632,97;1018467,56;1218309,83;1166302,55;1147216,48;1113856,17;1150693,14;1137423,10;1151015,99;1023545,81;1259154,12;1271744,40;2651546,64;1163558,60;1164223,23;1139619,60;1119103,52;1198254,15;1219239,01;1128176,89;1140697,16;1144524,99;1199931,22;1164528,66;1146964,54;1143170,56;3231067,26;1283274,25;1289509,13;1259755,52;1297671,25;1292593,76;1294452,03;1224749,10;1237817,11;1227718,87;1242161,98;1227827,69;1246082,69;1222227,86;1270821,58;1323621,08;1342286,90;1590978,48;1469013,29;1432467,04;1330491,69;1408135,27;1373373,79;1314742,54;1334299,00;1134691,66;1112359,29;1131096,47;2709709,39;1231776,71;1386899,85;1250338,04;1236972,13;1669444,22;1409614,50;1320576,40;1266331,47;1595865,89;1397355,78;1450712,75;1340706,45;1376864,44;1425245,03;1382490,24;1213187,70;1412673,39;1473276,55;1503802,43;1528697,05;1413540,14;1403387,27;1512552,00;1431642,74;1518401,86;1530425,93;1551680,84;1493046,50;1501287,74;1507527,02;1460549,93;1428516,39;1448833,00;1528948,63;1497501,16;1484060,00;1444521,46;1451686,46;1434912,09;1421402,47;5408597,34;1649778,25;1566973,20;1918741,23;1718359,87;1528221,35;1649552,94;1736702,42;1531538,82;1482579,33;1672568,00;1619539,00;1566009,70;1746706,19;1467538,89;1802131,45;1813952,78;1790300,87;1665015,14;1653893,24;1996836,04;1800928,28;1674556,61;1517472,53;1761677,40;1810905,39;1673894,42;1820452,46;1761160,56;1732024,19;1675462,76;1940147,51;2095244,29;1795970,11;1763978,07;1803242,48;1539242,11;1901621,70;1458566,87;1880458,67;1726074,52;1766272,04;1874640,19;2026012,26;2434112,88;2258760,74;2584121,44;1999158,68;2196081,87;2612671,55;2302014,81;2389140,91;240121682,35
"350330 Araras";1085535,05;1244141,24;1233128,97;1295408,23;1147063,30;1198995,43;1344190,40;1206451,33;1260683,41;1375695,80;1071020,46;1325340,40;1242116,44;1236444,30;1374939,64;1205796,59;1412200,85;1198552,07;1595443,80;1417054,10;1363711,77;1421770,55;1474783,17;1489519,27;1416455,00;1247017,25;1599723,64;1233377,05;1280192,28;1275603,12;1235753,79;1310517,46;1137786,92;1324732,19;1128308,80;1209101,48;1277362,30;1103459,75;1224110,35;1158179,05;1262029,77;1101538,08;1220336,80;1065634,29;1088444,98;1063598,83;981281,92;1129597,05;1060754,59;891683,05;1063625,44;986937,62;1001157,13;1005482,30;1049752,34;965554,43;939044,97;969381,73;840679,19;1004420,91;906754,41;911959,18;1040384,05;1145263,16;1091055,54;1034046,98;1200418,00;906631,36;1083223,28;996429,31;950497,80;1011628,69;1037603,29;993713,06;908372,15;975784,26;1037624,07;1066173,60;1062541,17;1061808,94;1197453,62;1246988,28;1076116,17;1167258,25;1098183,12;900257,69;1196410,36;1272387,23;1132277,95;1210164,71;1018621,31;1202369,80;1126448,70;1159086,69;1044730,88;1314137,12;1033706,16;1023083,52;1408292,81;1196292,73;1071989,47;1356964,90;1294382,69;1073266,31;1134200,18;1089652,04;1147682,90;1191053,95;1337592,24;1137560,26;1158339,25;1219505,44;1315160,40;1101539,04;1239614,27;1155202,68;1157387,18;1222702,72;1194185,16;1236667,06;1039493,83;987070,32;1335042,21;1252886,69;1235952,79;1333036,00;1133345,97;1032291,21;1139517,04;1154033,74;1158208,76;1171801,74;991987,89;799597,80;982155,14;1186460,32;1055263,52;1302553,28;1046519,72;1465924,90;1193566,39;1155076,38;1050502,92;1102877,25;1286977,24;977874,41;1095263,34;982728,61;981874,09;1160390,37;1198553,33;1297891,67;1290001,84;827602,09;1177955,38;1439122,33;1284420,29;1713746,99;1838840,53;185211838,28
"350340 Arealva";1140,09;5528,89;958,23;3158,23;2213,14;1333,81;4770,54;6872,58;6012,97;4497,39;3618,14;5618,38;4659,25;7067,26;9360,86;12852,75;6649,40;8641,66;10200,51;8345,40;3095,63;4063,97;5774,75;3451,60;5684,55;4396,61;1205,33;4054,73;2916,94;2717,18;3782,18;3870,60;3499,87;1277,18;1950,16;6020,43;3863,34;4778,79;7850,41;9157,62;7711,52;8944,65;4505,36;3148,54;8721,91;6543,92;6027,13;8084,12;6974,07;7819,19;6470,15;5196,11;5401,70;4798,39;6126,97;7562,08;7639,23;6956,58;5257,45;5674,80;4394,13;3718,60;582,42;3633,86;3088,57;2495,34;1850,57;3269,84;3706,26;1164,84;2342,79;-;5321,84;4094,70;2583,52;2724,76;5415,96;2431,73;4355,82;2751,87;2004,76;2985,48;803,00;2544,69;986,61;957,18;4871,35;2371,06;2707,33;3221,39;1489,74;1079,86;2708,65;2722,91;1384,94;2108,62;2619,16;1398,45;1724,27;2416,16;1413,56;88,44;204,50;1790,10;2586,87;-;292,94;88,44;1594,91;1401,54;199,97;221,10;870,55;1906,70;3668,65;2526,43;5762,64;2355,94;900,07;3281,49;2511,42;3018,40;3585,12;5106,28;1574,82;4134,97;5070,32;4380,93;5493,48;3282,12;2189,38;-;3096,80;5511,18;3098,77;4426,19;4560,92;9898,93;3745,35;2087,76;4013,27;5449,99;3698,09;1948,78;5159,86;2299,36;2427,79;904,90;1778,08;3325,64;3511,03;4704,49;2341,92;12663,92;3026,44;2765,42;4512,09;-;-;601967,30
"350370 Ariranha";3463,92;4367,97;8087,78;4049,42;7625,32;13086,99;7957,01;10086,51;12366,68;9372,28;8551,06;7532,34;10510,11;9362,56;5718,65;7733,45;9076,02;6067,36;9343,35;9586,83;8761,61;8575,13;3096,28;6001,51;11523,56;6936,72;11181,67;6673,39;15037,14;3381,63;9874,34;139,42;-;1388,30;1097,10;7900,15;6277,61;6442,00;7408,18;6045,24;7820,92;4155,98;6401,66;3826,68;4792,39;2321,64;1210,11;2916,97;1868,61;1364,01;2320,03;3927,01;899,10;1482,49;8183,97;3919,93;3034,47;2486,65;6506,19;1501,89;6120,01;5063,34;3348,48;8696,69;6593,25;1438,79;6278,58;12442,25;7388,73;10073,30;7108,59;2174,52;3012,65;6432,02;1320,95;6064,40;4103,48;7512,43;881,91;1417,95;1143,31;1716,88;1599,61;1955,89;228,50;927,96;1772,50;599,52;842,92;1212,84;488,87;291,42;2107,78;803,68;593,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;486384,69
"350390 Arujá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3939,75;11622,30;57784,37;46438,51;43062,09;57595,72;39334,72;28018,00;15192,88;34866,07;37247,28;45668,08;41820,87;49302,64;31164,66;40126,02;42726,92;48511,56;45224,44;19769,85;35994,94;39383,82;46740,37;58987,63;39410,06;40583,78;42044,60;66056,40;74814,36;58469,40;69695,76;76819,81;70373,35;79213,23;80122,76;63676,49;54758,04;59927,81;60026,21;63386,12;56321,19;82281,69;84815,18;67107,44;85176,12;74245,87;54376,79;61796,79;58335,71;57829,10;66228,25;65755,51;66387,42;24117,44;49694,60;75267,49;47320,17;64911,20;63911,01;71933,98;60836,97;74330,26;62236,78;69711,92;65896,50;69374,01;90499,78;68463,00;111896,34;67013,96;63929,08;59858,75;31340,58;85205,92;54563,95;52140,22;53519,30;55182,48;63572,14;75678,54;47091,97;77319,51;65617,07;54507,32;61382,78;51956,91;58333,01;35082,03;49245,01;67545,44;61194,36;70784,93;59767,51;58888,52;57842,24;46501,91;55076,45;50952,43;56803,22;48899,79;42343,29;42200,19;65791,44;45203,43;47721,47;48897,47;45381,08;56553,69;39110,47;51750,29;34761,48;41906,97;43634,22;56909,95;50957,34;70508,67;52559,08;67029,13;47308,06;52918,10;61297,37;62088,95;77646,07;74117,27;82885,36;194320,35;7223558,70
"350400 Assis";419184,89;473756,55;482408,19;470340,66;477200,92;488841,53;547760,03;550444,16;473754,74;516416,27;529870,87;678941,46;613653,38;550700,04;761120,34;651866,89;551546,78;739694,82;645617,47;724591,26;670961,46;712040,85;681237,13;633470,24;684613,87;614171,90;752154,32;689260,13;729184,35;716035,61;754774,99;674221,53;768565,16;741487,81;746285,18;673546,94;671771,15;774736,20;640199,32;785714,04;744887,49;808711,94;710643,97;712370,55;702650,95;752332,47;585197,08;752393,16;717577,83;691773,39;743092,85;648309,14;634195,52;792498,30;718031,66;666531,17;722051,16;624288,08;564743,84;723020,11;574616,33;710161,98;699905,45;688033,23;625997,67;685447,19;817120,81;771747,21;748468,89;848817,50;776840,94;628266,69;619069,53;654434,99;712889,43;710969,20;882867,44;807652,35;780278,54;789031,93;835784,95;821023,44;721357,21;917112,20;707675,54;693731,35;819943,50;829113,44;826301,61;820258,82;862903,00;822091,04;768279,36;700872,18;768986,91;899279,67;783280,22;827831,53;845988,67;839520,67;895311,87;788515,94;878778,36;867131,03;787623,76;920992,52;733246,65;908796,15;793366,31;653887,90;889008,84;848921,85;911584,15;789618,48;964871,08;865126,39;861552,92;904133,70;830215,02;826435,56;830445,29;762946,27;1027086,40;978956,71;1041580,52;1013385,11;1000322,80;935723,17;920461,85;996557,60;935740,39;959979,74;928532,96;952131,54;944170,50;960269,68;1028821,93;981762,65;988497,12;938507,59;1045205,65;1008538,24;1061616,22;1106524,85;996577,24;1011870,12;1023602,41;683724,72;751901,42;831955,06;1127335,97;996389,44;900201,14;1016119,04;870348,30;895641,80;1494682,73;1461358,96;1531167,37;125981155,68
"350410 Atibaia";40379,35;90863,97;116329,39;112713,40;116251,16;119135,96;135636,87;104341,90;95422,59;112550,32;100775,06;89460,22;-;23989,04;122772,38;101370,86;115892,38;114434,04;174594,55;153640,78;140668,49;127218,62;123896,40;117488,49;170230,52;129501,57;135638,93;122790,63;135173,09;119026,93;151236,14;125288,40;157215,49;134440,68;168571,41;146711,47;187169,75;113025,27;164236,94;181241,52;152000,81;134260,83;171255,52;-;101715,92;117107,78;138061,64;65533,64;101930,32;111263,25;141451,24;165063,24;118958,22;140748,85;158912,53;150074,59;124687,62;123723,49;126856,12;122115,12;141727,50;143711,28;128794,90;101838,59;104921,63;130267,59;132770,55;137908,05;140686,17;125727,71;137981,51;102343,65;157156,46;152279,36;120688,68;122427,20;105119,56;153371,90;121116,89;167539,79;122568,70;125525,95;143139,55;105655,18;110219,60;119795,43;136138,92;138422,99;126044,07;106622,89;141432,78;161496,85;149085,16;163013,29;166201,36;150543,39;122445,59;146847,70;143185,85;196196,96;107253,85;132922,72;120914,49;120645,41;106337,13;102599,25;239374,74;147835,91;116759,97;109257,50;105906,17;144571,87;117590,63;181117,28;165686,69;160191,50;204236,87;154082,14;134759,09;156243,76;120523,37;132571,80;167445,24;162759,81;115316,68;109834,04;126956,89;135005,30;115742,16;134569,55;139567,53;147452,95;145290,87;135285,76;141852,24;144977,29;158298,62;117766,65;135576,22;145657,77;136845,74;139810,68;122263,36;130758,61;111340,30;123562,90;108967,73;103181,71;101412,27;106357,80;122213,25;102601,84;105533,85;104246,25;122886,45;138294,64;124898,76;111112,65;172798,63;20609832,00
"350420 Auriflama";34976,85;46245,34;46741,55;46659,86;46743,73;50774,51;47767,30;50408,96;50478,92;49557,46;48992,90;52267,95;56540,88;58770,29;62060,85;73077,11;61624,88;67438,37;64637,12;73552,35;55418,32;66255,68;48626,05;46982,71;59606,66;59096,62;71552,03;73103,03;48238,93;58171,55;65688,64;58282,74;59226,26;55311,99;52270,33;60713,59;60814,15;58002,09;55903,04;48950,53;42607,26;60309,24;54200,50;43797,79;57471,19;43500,79;44745,77;52186,06;54032,01;47236,94;59921,12;60499,72;66116,92;71508,95;46455,15;71191,80;60428,74;47105,80;42941,33;28534,03;36667,29;39628,36;52866,74;62767,81;58770,58;61326,67;40686,57;68328,63;51750,79;40619,09;44376,18;52243,03;35165,21;53410,09;54850,85;50398,80;61095,35;53746,92;36724,08;67327,18;44514,85;64299,87;41342,31;44374,07;37993,81;35464,96;42711,10;40509,55;45293,83;33156,40;43451,01;37902,31;33702,46;35491,41;31413,32;33351,58;27187,30;44408,09;45380,40;41718,54;39988,65;39483,04;41661,01;36602,50;29602,76;36093,01;40470,62;23150,87;24552,07;39508,83;41109,95;33937,97;55266,77;50501,93;45263,66;46624,85;46744,65;37129,22;31303,22;36525,16;42987,08;41362,92;57451,19;48281,93;46148,22;49860,75;34829,62;48166,29;38768,06;57043,39;35752,19;39936,10;45077,52;43647,97;44910,44;47253,95;66087,76;56189,61;57597,64;60623,11;53201,22;50302,55;41088,07;46541,12;48630,30;31167,31;44760,30;27090,13;26191,46;38362,55;57561,72;44875,43;35562,74;89301,56;55873,68;56708,06;59274,18;62720,19;117192,50;7856642,17
